id	category	n	exploredStates	minRejectDepth	productionAccepts
REAL-CENT-3-3-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-7-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-7-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-7-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-8-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-8-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-8-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-8-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-9-n2	authoritative_simulation	2	2	0	true
